id,IP,sex,grade,residence,school,SNS_t,SES_t,CSES_t,EIB_t,inter_raw,center_SES,female,male,freshman,sophomore,junior,senior,rural,city,private,public
200,云南,female,sophomore,rural,public,-0.07978894189804653,29,18,25,-0.03533060642231054,0.44280078895463504,1,0,0,1,0,0,1,0,0,1
201,云南,male,sophomore,rural,private,0.5512622691380658,27,19,32,-0.8584251705808736,-1.557199211045365,0,1,0,1,0,0,1,0,1,0
202,云南,female,sophomore,city,public,0.5534458792800966,22,15,18,-3.6290548829717575,-6.557199211045365,1,0,0,1,0,0,0,1,0,1
203,云南,male,sophomore,rural,private,-0.8030246031630258,24,13,18,3.6595430879845585,-4.557199211045365,0,1,0,1,0,0,1,0,1,0
204,云南,female,freshman,city,private,0.2680216313950465,27,20,26,-0.41736307295145797,-1.557199211045365,1,0,1,0,0,0,0,1,1,0
205,云南,female,freshman,rural,private,-0.6643686575565592,27,16,28,1.0345543493903422,-1.557199211045365,1,0,1,0,0,0,1,0,1,0
206,云南,female,freshman,city,private,-0.4954453505580389,28,21,21,0.27606175844703357,-0.557199211045365,1,0,1,0,0,0,0,1,1,0
207,云南,female,freshman,city,private,-0.7766430500128116,30,18,28,-1.1205412052946186,1.442800788954635,1,0,1,0,0,0,0,1,1,0
208,云南,female,freshman,city,private,-0.36084596949903486,27,12,22,0.5619090590127969,-1.557199211045365,1,0,1,0,0,0,0,1,1,0
209,云南,female,freshman,rural,private,-0.07775396385733448,25,16,28,0.27658633888896,-3.557199211045365,1,0,1,0,0,0,1,0,1,0
210,云南,female,freshman,city,private,-0.4812548428317088,28,19,32,0.26815481873758923,-0.557199211045365,1,0,1,0,0,0,0,1,1,0
211,云南,male,sophomore,city,private,0.11780468450823711,23,21,31,-0.6546640998066234,-5.557199211045365,0,1,0,1,0,0,0,1,1,0
212,云南,female,freshman,rural,private,0.20548667388568478,21,12,22,-1.5529037297692332,-7.557199211045365,1,0,1,0,0,0,1,0,1,0
213,云南,female,freshman,city,private,-0.08181052840479729,36,23,34,-0.6088994653560208,7.442800788954635,1,0,1,0,0,0,0,1,1,0
214,云南,female,freshman,rural,private,-0.21220471281501962,28,18,25,0.11824029856063718,-0.557199211045365,1,0,1,0,0,0,1,0,1,0
215,云南,female,freshman,rural,private,-0.7807209663417702,23,15,22,4.338621938201061,-5.557199211045365,1,0,1,0,0,0,1,0,1,0
216,云南,female,freshman,rural,private,0.25210680136460345,31,19,30,0.6158466932742828,2.442800788954635,1,0,1,0,0,0,1,0,1,0
217,云南,male,freshman,city,private,1.1057366470398051,28,28,40,-0.6161155873545267,-0.557199211045365,0,1,1,0,0,0,0,1,1,0
218,云南,female,freshman,rural,private,-1.415977374026664,26,12,23,3.6209362237190725,-2.557199211045365,1,0,1,0,0,0,1,0,1,0
219,云南,male,freshman,rural,private,0.8043975691243118,27,16,25,-1.2526072600071878,-1.557199211045365,0,1,1,0,0,0,1,0,1,0
220,云南,male,sophomore,city,private,-0.38735480296907215,14,15,15,5.63880103217601,-14.557199211045365,0,1,0,1,0,0,0,1,1,0
221,湖南,male,junior,rural,public,-0.6947632992684355,26,20,28,1.776648160752518,-2.557199211045365,0,1,0,0,1,0,1,0,0,1
222,云南,male,sophomore,rural,private,0.05278885265420672,26,19,27,-0.13499161235932744,-2.557199211045365,0,1,0,1,0,0,1,0,1,0
223,福建,female,senior,rural,public,-0.09803601417183945,26,10,22,0.25069761809426006,-2.557199211045365,1,0,0,0,0,1,1,0,0,1
224,云南,male,sophomore,rural,private,-0.4720226409940658,28,18,25,0.26301064315744305,-0.557199211045365,0,1,0,1,0,0,1,0,1,0
225,江苏,male,senior,city,public,-0.6949119313697545,26,20,24,1.777028242644747,-2.557199211045365,0,1,0,0,0,1,0,1,0,1
226,云南,male,freshman,rural,public,1.1057366470398051,27,14,29,-1.7218522343943317,-1.557199211045365,0,1,1,0,0,0,1,0,0,1
227,吉林,male,senior,rural,public,0.2561633659120661,26,18,26,-0.6550607572090607,-2.557199211045365,0,1,0,0,0,1,1,0,0,1
228,天津,female,freshman,rural,private,1.1057366470398051,26,17,24,-2.827588881434137,-2.557199211045365,1,0,1,0,0,0,1,0,1,0
229,云南,male,sophomore,rural,private,1.1057366470398051,28,28,40,-0.6161155873545267,-0.557199211045365,0,1,0,1,0,0,1,0,1,0
230,云南,male,sophomore,city,private,0.5394040036550853,25,20,27,-1.9187674962365808,-3.557199211045365,0,1,0,1,0,0,0,1,1,0
231,吉林,male,sophomore,city,private,0.05278885265420672,26,21,29,-0.13499161235932744,-2.557199211045365,0,1,0,1,0,0,0,1,1,0
232,山东,male,senior,rural,public,-0.31905235014209593,34,16,24,-1.7365383830712302,5.442800788954635,0,1,0,0,0,1,1,0,0,1
233,浙江,male,freshman,rural,private,1.1057366470398051,33,28,40,4.912567647844499,4.442800788954635,0,1,1,0,0,0,1,0,1,0
234,云南,female,freshman,rural,private,-1.6809709394958905,33,20,29,-7.4682190162021564,4.442800788954635,1,0,1,0,0,0,1,0,1,0
235,云南,male,sophomore,city,private,0.5534458792800966,29,21,30,0.24506627198891848,0.44280078895463504,0,1,0,1,0,0,0,1,1,0
236,云南,female,freshman,rural,private,-1.6847168483067543,15,4,11,22.84004192669916,-13.557199211045365,1,0,1,0,0,0,1,0,1,0
237,云南,female,sophomore,city,private,-0.9150096916641752,20,14,15,7.829920211607543,-8.557199211045365,1,0,0,1,0,0,0,1,1,0
238,浙江,male,senior,city,public,-1.052835096060219,25,28,40,3.7451441730662824,-3.557199211045365,0,1,0,0,0,1,0,1,0,1
239,陕西,male,freshman,city,public,-0.15965583880601533,30,21,31,-0.23035157019053296,1.442800788954635,0,1,1,0,0,0,0,1,0,1
240,山东,male,sophomore,rural,public,-1.7941825890316336,28,20,30,0.9997171230797566,-0.557199211045365,0,1,0,1,0,0,1,0,0,1
241,云南,female,sophomore,rural,public,0.07088729282668077,27,21,32,-0.11038563646284906,-1.557199211045365,1,0,0,1,0,0,1,0,0,1
242,辽宁,male,sophomore,rural,public,-0.6947632992684355,26,12,24,1.776648160752518,-2.557199211045365,0,1,0,1,0,0,1,0,0,1
243,吉林,female,sophomore,rural,public,1.1057366470398051,31,22,32,2.701094353764889,2.442800788954635,1,0,0,1,0,0,1,0,0,1
244,吉林,female,sophomore,rural,public,0.20548667388568478,34,26,35,1.118423030744669,5.442800788954635,1,0,0,1,0,0,1,0,0,1
245,吉林,male,sophomore,city,public,0.9711372659808011,34,18,38,5.285706677463551,5.442800788954635,0,1,0,1,0,0,0,1,0,1
246,吉林,female,sophomore,city,public,0.836686517023116,25,20,32,-2.9762606182469225,-3.557199211045365,1,0,0,1,0,0,0,1,0,1
247,吉林,male,sophomore,rural,public,-0.8334192448749023,27,12,24,1.2977997905892216,-1.557199211045365,0,1,0,1,0,0,1,0,0,1
248,吉林,female,sophomore,rural,public,1.1057366470398051,18,16,32,-11.673482057752578,-10.557199211045365,1,0,0,1,0,0,1,0,0,1
249,吉林,male,sophomore,city,public,0.2519447777293233,30,24,27,0.3635061240808678,1.442800788954635,0,1,0,1,0,0,0,1,0,1
250,吉林,female,sophomore,rural,public,0.24992319122257253,32,20,29,0.8604357599191328,3.442800788954635,1,0,0,1,0,0,1,0,0,1
251,吉林,female,sophomore,rural,public,1.1057366470398051,34,20,33,6.018304294884304,5.442800788954635,1,0,0,1,0,0,1,0,0,1
252,吉林,female,sophomore,rural,public,-1.0842436543992944,27,24,32,1.6883833632115246,-1.557199211045365,1,0,0,1,0,0,1,0,0,1
253,吉林,female,sophomore,rural,public,-0.08771792315338718,29,22,26,-0.03884156557778189,0.44280078895463504,1,0,0,1,0,0,1,0,0,1
254,吉林,female,sophomore,city,public,-0.15154270971108974,26,16,32,0.38752489771287546,-2.557199211045365,1,0,0,1,0,0,0,1,0,1
255,吉林,male,sophomore,city,public,1.1057366470398051,21,20,25,-8.356272116633162,-7.557199211045365,0,1,0,1,0,0,0,1,0,1
256,山东,male,senior,city,public,0.6880452603391006,26,21,31,-1.7594687969026508,-2.557199211045365,0,1,0,0,0,1,0,1,0,1
257,上海,male,sophomore,city,public,0.836537884921797,27,19,21,-1.3026561344097807,-1.557199211045365,0,1,0,1,0,0,0,1,0,1
258,北京,male,senior,city,public,1.1057366470398051,33,14,27,4.912567647844499,4.442800788954635,0,1,0,0,0,1,0,1,0,1
259,江西,female,senior,rural,public,0.20563530598700364,37,24,32,1.736137923624002,8.442800788954635,1,0,0,0,0,1,1,0,0,1
260,江西,female,senior,rural,public,-0.07760533175601562,22,10,17,0.5088736201634595,-6.557199211045365,1,0,0,0,0,1,1,0,0,1
261,云南,female,sophomore,rural,private,0.800341004576849,23,13,23,-4.44765439920172,-5.557199211045365,1,0,0,1,0,0,1,0,1,0
262,吉林,female,sophomore,city,public,0.8062705235297436,32,18,21,2.775828794519068,3.442800788954635,1,0,0,1,0,0,0,1,0,1
263,云南,male,sophomore,rural,private,-0.5157274008725439,30,28,36,-0.7440919008644297,1.442800788954635,0,1,0,1,0,0,1,0,1,0
264,云南,male,sophomore,city,private,-1.26702546160605,24,13,24,5.77408743400548,-4.557199211045365,0,1,0,1,0,0,0,1,1,0
265,云南,male,sophomore,rural,private,0.20548667388568478,26,20,32,-0.5254703603408093,-2.557199211045365,0,1,0,1,0,0,1,0,1,0
266,云南,male,sophomore,rural,private,-0.7783887240984204,27,17,26,1.2121063070526685,-1.557199211045365,0,1,0,1,0,0,1,0,1,0
267,云南,female,sophomore,rural,private,-0.6947632992684355,27,16,24,1.0818848614840826,-1.557199211045365,1,0,0,1,0,0,1,0,1,0
268,云南,male,sophomore,rural,private,0.22761955440131684,21,16,24,-1.7201663169401291,-7.557199211045365,0,1,0,1,0,0,1,0,1,0
269,云南,male,sophomore,city,private,-0.6947632992684355,26,16,28,1.776648160752518,-2.557199211045365,0,1,0,1,0,0,0,1,1,0
270,云南,female,sophomore,rural,private,0.22562009209887088,34,21,33,1.2280052152797518,5.442800788954635,1,0,0,1,0,0,1,0,1,0
271,云南,male,sophomore,rural,private,0.5372203935130545,26,21,32,-1.3737795664490635,-2.557199211045365,0,1,0,1,0,0,1,0,1,0
272,云南,male,sophomore,city,private,0.9570953903557898,23,28,40,-5.318769748180351,-5.557199211045365,0,1,0,1,0,0,0,1,1,0
273,云南,male,sophomore,rural,private,1.1057366470398051,28,28,40,-0.6161155873545267,-0.557199211045365,0,1,0,1,0,0,1,0,1,0
274,内蒙古,female,senior,rural,public,-0.49950191510550174,27,14,24,0.7778239881179362,-1.557199211045365,1,0,0,0,0,1,1,0,0,1
275,河南,female,junior,rural,private,-1.246905434926825,30,19,36,-1.7990361452642454,1.442800788954635,1,0,0,0,1,0,1,0,1,0
276,云南,female,freshman,city,private,0.9712858980821201,33,20,27,4.315229754299755,4.442800788954635,1,0,1,0,0,0,0,1,1,0
277,云南,male,sophomore,rural,private,-0.3630295796410658,33,18,32,-1.6128681028431966,4.442800788954635,0,1,0,1,0,0,1,0,1,0
278,云南,male,sophomore,city,private,0.3865575503222885,25,20,27,-1.3750622130300736,-3.557199211045365,0,1,0,1,0,0,0,1,1,0
279,云南,male,sophomore,city,private,1.1057366470398051,28,28,40,-0.6161155873545267,-0.557199211045365,0,1,0,1,0,0,0,1,1,0
280,北京,female,freshman,city,public,-0.2100211026729887,20,18,29,1.7971924140961766,-8.557199211045365,1,0,1,0,0,0,0,1,0,1
281,云南,male,sophomore,rural,private,0.5673391228037891,37,28,40,4.789931193612661,8.442800788954635,0,1,0,1,0,0,1,0,1,0
282,江西,female,sophomore,city,public,0.34008605494468874,28,21,32,-0.1894956815027112,-0.557199211045365,1,0,0,1,0,0,0,1,0,1
283,吉林,female,sophomore,rural,public,-1.5019350410999988,20,8,16,12.852357348742297,-8.557199211045365,1,0,0,1,0,0,1,0,0,1
284,吉林,female,sophomore,city,public,1.1057366470398051,29,20,32,0.4896210596852785,0.44280078895463504,1,0,0,1,0,0,0,1,0,1
285,上海,female,senior,city,public,0.5230512375682203,30,19,28,0.7546587382271264,1.442800788954635,1,0,0,0,0,1,0,1,0,1
286,广东,female,senior,city,public,1.1057366470398051,32,17,27,3.806831000804694,3.442800788954635,1,0,0,0,0,1,0,1,0,1
287,山东,female,senior,rural,public,0.05278885265420672,32,20,32,0.18174150356591287,3.442800788954635,1,0,0,0,0,1,1,0,0,1
288,云南,male,sophomore,rural,private,1.1057366470398051,28,28,40,-0.6161155873545267,-0.557199211045365,0,1,0,1,0,0,1,0,1,0
289,云南,male,sophomore,city,private,1.1057366470398051,29,28,34,0.4896210596852785,0.44280078895463504,0,1,0,1,0,0,0,1,1,0
290,云南,male,sophomore,rural,public,-1.5769148322500819,29,15,24,-0.6982591318346022,0.44280078895463504,0,1,0,1,0,0,1,0,0,1
291,北京,female,senior,city,public,1.1057366470398051,36,28,40,8.229777588963914,7.442800788954635,1,0,0,0,0,1,0,1,0,1
292,四川,male,senior,city,public,0.836686517023116,29,24,32,0.37048544984554144,0.44280078895463504,0,1,0,0,0,1,0,1,0,1
293,云南,male,sophomore,city,private,0.8368351491244348,28,17,31,-0.4662838848671654,-0.557199211045365,0,1,0,1,0,0,0,1,1,0
294,云南,female,sophomore,city,private,0.5535945113814155,37,28,40,4.67388817745197,8.442800788954635,1,0,0,1,0,0,0,1,1,0
295,河南,female,junior,city,private,0.07088729282668077,28,20,27,-0.03949834363616828,-0.557199211045365,1,0,0,0,1,0,0,1,1,0
296,云南,female,sophomore,city,private,0.800341004576849,31,20,30,1.955073637413072,2.442800788954635,1,0,0,1,0,0,0,1,1,0
297,云南,female,sophomore,city,private,-1.247054067028144,29,16,26,-0.5521965247491485,0.44280078895463504,1,0,0,1,0,0,0,1,1,0
298,云南,male,sophomore,city,private,-0.5620368726148635,29,23,29,-0.24887037061545725,0.44280078895463504,0,1,0,1,0,0,0,1,1,0
299,云南,female,sophomore,city,private,-1.0842436543992944,26,18,29,2.772627017610819,-2.557199211045365,1,0,0,1,0,0,0,1,1,0
300,云南,female,sophomore,city,private,-0.7928685357798537,31,17,28,-1.9368198847403328,2.442800788954635,1,0,0,1,0,0,0,1,1,0
301,云南,male,junior,rural,public,0.9549117802137589,29,24,38,0.4228356896607275,0.44280078895463504,0,1,0,0,1,0,1,0,0,1
302,吉林,female,sophomore,rural,public,0.20548667388568478,37,20,29,1.7348830524017234,8.442800788954635,1,0,0,1,0,0,1,0,0,1
303,云南,female,freshman,city,private,0.20548667388568478,26,20,32,-0.5254703603408093,-2.557199211045365,1,0,1,0,0,0,0,1,1,0
304,新疆,female,sophomore,city,private,-0.7170448118853864,28,8,31,0.39953680346670944,-0.557199211045365,1,0,0,1,0,0,0,1,1,0
305,浙江,male,sophomore,rural,private,-0.21626127736248243,27,18,28,0.3367618904885205,-1.557199211045365,0,1,0,1,0,0,1,0,1,0
306,浙江,male,sophomore,rural,private,0.07088729282668077,23,19,29,-0.3939348077695721,-5.557199211045365,0,1,0,1,0,0,1,0,1,0
307,浙江,male,sophomore,city,public,-0.5812551579528636,19,16,24,5.5551713370031575,-9.557199211045365,0,1,0,1,0,0,0,1,0,1
308,浙江,male,sophomore,city,private,-1.9429724778169677,25,17,24,6.911540165173375,-3.557199211045365,0,1,0,1,0,0,0,1,1,0
309,浙江,male,sophomore,city,private,-0.6947632992684355,28,20,32,0.38712156221564703,-0.557199211045365,0,1,0,1,0,0,0,1,1,0
310,浙江,male,sophomore,city,public,-0.8474611204999135,23,12,16,4.70951027023374,-5.557199211045365,0,1,0,1,0,0,0,1,0,1
311,浙江,male,sophomore,city,private,-2.4952632455766763,28,17,21,1.3903587117858207,-0.557199211045365,0,1,0,1,0,0,0,1,1,0
312,浙江,male,sophomore,rural,private,1.1057366470398051,35,23,23,7.124040941924109,6.442800788954635,0,1,0,1,0,0,1,0,1,0
313,浙江,male,sophomore,city,private,0.4007480580486187,29,23,32,0.17745155627596623,0.44280078895463504,0,1,0,1,0,0,0,1,1,0
314,上海,female,senior,city,public,1.1057366470398051,28,17,26,-0.6161155873545267,-0.557199211045365,1,0,0,0,0,1,0,1,0,1
315,河南,male,senior,rural,public,-1.07007449845446,36,28,35,-7.964351321337089,7.442800788954635,0,1,0,0,0,1,1,0,0,1
316,湖北,female,sophomore,city,private,-0.42758612365717835,33,22,27,-1.899679967530166,4.442800788954635,1,0,0,1,0,0,0,1,1,0
317,广东,female,sophomore,city,public,0.5392553715537666,23,9,16,-2.996749525350567,-5.557199211045365,1,0,0,1,0,0,0,1,0,1
318,云南,male,freshman,rural,private,-1.1411250053769033,27,16,24,1.7769589580770517,-1.557199211045365,0,1,1,0,0,0,1,0,1,0
319,福建,female,senior,city,public,0.9711372659808011,28,20,17,-0.5411169184212551,-0.557199211045365,1,0,0,0,0,1,0,1,0,1
320,云南,male,freshman,city,public,-0.7562558435827884,31,20,32,-1.8473823713555886,2.442800788954635,0,1,1,0,0,0,0,1,0,1
321,云南,male,freshman,rural,private,1.1057366470398051,30,12,23,1.5953577067250837,1.442800788954635,0,1,1,0,0,0,1,0,1,0
322,云南,female,freshman,rural,private,0.20548667388568478,36,22,33,1.5293963785160385,7.442800788954635,1,0,1,0,0,0,1,0,1,0
323,云南,female,freshman,rural,private,-0.23030315298749368,28,20,28,0.12832473514589146,-0.557199211045365,1,0,1,0,0,0,1,0,1,0
324,云南,male,freshman,city,private,-1.2957091725477747,36,20,32,-9.643705251694335,7.442800788954635,0,1,1,0,0,0,0,1,1,0
325,云南,male,freshman,city,private,0.09722536999109448,29,20,32,0.043051470538462935,0.44280078895463504,0,1,1,0,0,0,0,1,1,0
326,云南,male,freshman,rural,public,-0.7972437163114501,27,16,24,1.241467286051065,-1.557199211045365,0,1,1,0,0,0,1,0,0,1
327,云南,male,freshman,rural,private,-2.4952632455766763,33,24,24,-11.085957516097562,4.442800788954635,0,1,1,0,0,0,1,0,1,0
328,云南,male,sophomore,rural,private,-2.360663864517672,21,8,13,17.840007094476253,-7.557199211045365,0,1,0,1,0,0,1,0,1,0
329,云南,female,sophomore,rural,private,-0.3162608200608283,23,14,16,1.7575243797265951,-5.557199211045365,1,0,0,1,0,0,1,0,1,0
330,江苏,female,senior,city,public,-1.4179989605334151,30,24,32,-2.0458900189944638,1.442800788954635,1,0,0,0,0,1,0,1,0,1
331,云南,male,junior,rural,public,0.6513890921562348,33,27,37,2.893991972548163,4.442800788954635,0,1,0,0,1,0,1,0,0,1
332,广东,female,sophomore,city,public,0.5492406826313151,20,22,24,-4.699961936086707,-8.557199211045365,1,0,0,1,0,0,0,1,0,1
333,福建,female,senior,city,public,0.4007480580486187,27,17,24,-0.6240445598212712,-1.557199211045365,1,0,0,0,0,1,0,1,0,1
334,上海,female,senior,city,public,0.40480462259608135,32,28,32,1.3936616740462722,3.442800788954635,1,0,0,0,0,1,0,1,0,1
335,云南,male,sophomore,city,private,-0.2870358718637839,33,28,30,-1.2752431979747005,4.442800788954635,0,1,0,1,0,0,0,1,1,0
336,北京,female,senior,city,public,1.1057366470398051,29,18,25,0.4896210596852785,0.44280078895463504,1,0,0,0,0,1,0,1,0,1
337,重庆,female,senior,city,public,-0.49762896070006973,27,20,24,0.7749074249954735,-1.557199211045365,1,0,0,0,0,1,0,1,0,1
338,湖北,female,sophomore,city,private,0.07103592492799964,25,18,24,-0.25268893610975807,-3.557199211045365,1,0,0,1,0,0,0,1,1,0
339,浙江,female,sophomore,city,public,-0.6947632992684355,26,18,24,1.776648160752518,-2.557199211045365,1,0,0,1,0,0,0,1,0,1
340,江苏,male,sophomore,city,public,-0.6947632992684355,37,28,40,-5.865748131200273,8.442800788954635,0,1,0,1,0,0,0,1,0,1
341,辽宁,female,senior,city,public,-0.3468040938740236,32,24,40,-1.1939774080021859,3.442800788954635,1,0,0,0,0,1,0,1,0,1
342,浙江,female,sophomore,city,public,1.1057366470398051,22,12,20,-7.250535469593357,-6.557199211045365,1,0,0,1,0,0,0,1,0,1
343,湖北,male,junior,rural,public,1.1057366470398051,28,28,33,-0.6161155873545267,-0.557199211045365,0,1,0,0,1,0,1,0,0,1
344,广东,female,senior,city,private,0.9712858980821201,37,28,40,8.200373346628234,8.442800788954635,1,0,0,0,0,1,0,1,1,0
345,浙江,female,sophomore,rural,public,1.1057366470398051,28,16,24,-0.6161155873545267,-0.557199211045365,1,0,0,1,0,0,1,0,0,1
346,吉林,male,sophomore,city,public,-0.6947632992684355,25,15,24,2.4714114600209536,-3.557199211045365,0,1,0,1,0,0,0,1,0,1
347,江苏,male,sophomore,city,public,0.836537884921797,31,28,40,2.0434954052774077,2.442800788954635,0,1,0,1,0,0,0,1,0,1
348,江苏,male,freshman,rural,public,0.41914376242373036,33,22,30,1.8621722383815633,4.442800788954635,0,1,1,0,0,0,1,0,0,1
349,上海,female,sophomore,city,public,1.1057366470398051,37,17,29,9.33551423600372,8.442800788954635,1,0,0,1,0,0,0,1,0,1
350,云南,male,senior,city,public,0.5027478354722196,37,27,34,4.24459982197009,8.442800788954635,0,1,0,0,0,1,0,1,0,1
351,上海,female,senior,city,public,0.8043975691243118,27,21,28,-1.2526072600071878,-1.557199211045365,1,0,0,0,0,1,0,1,0,1
352,黑龙江,male,sophomore,city,public,1.1057366470398051,30,24,29,1.5953577067250837,1.442800788954635,0,1,0,1,0,0,0,1,0,1
353,四川,female,senior,city,public,0.1357544925793923,24,14,24,-0.6186602664786703,-4.557199211045365,1,0,0,0,0,1,0,1,0,1
354,黑龙江,male,sophomore,city,public,1.1057366470398051,20,12,16,-9.462008763672968,-8.557199211045365,0,1,0,1,0,0,0,1,0,1
355,云南,female,senior,rural,private,-2.4952632455766763,22,4,8,16.36193818524588,-6.557199211045365,1,0,0,0,0,1,1,0,1,0
356,云南,male,sophomore,city,private,-1.291490584365032,27,20,32,2.011108119045745,-1.557199211045365,0,1,0,1,0,0,0,1,1,0
357,山东,female,sophomore,city,public,0.7921013675849093,26,16,24,-2.025560992256085,-2.557199211045365,1,0,0,1,0,0,0,1,0,1
358,黑龙江,male,sophomore,city,public,0.40480462259608135,36,20,32,3.0128801644305976,7.442800788954635,0,1,0,1,0,0,0,1,0,1
359,浙江,female,freshman,city,public,1.1057366470398051,29,20,27,0.4896210596852785,0.44280078895463504,1,0,1,0,0,0,0,1,0,1
360,云南,male,sophomore,city,private,-0.12128873985299767,36,20,22,-0.9027279286692045,7.442800788954635,0,1,0,1,0,0,0,1,1,0
361,浙江,female,freshman,rural,public,-0.21220471281501962,27,18,25,0.3304450113756568,-1.557199211045365,1,0,1,0,0,0,1,0,0,1
362,云南,female,sophomore,rural,private,0.4007480580486187,34,22,27,2.18119184651906,5.442800788954635,1,0,0,1,0,0,1,0,1,0
363,云南,female,junior,rural,private,-0.6298960995157241,33,16,24,-2.7985028878879064,4.442800788954635,1,0,0,0,1,0,1,0,1,0
364,浙江,female,junior,city,public,1.1057366470398051,31,23,26,2.701094353764889,2.442800788954635,1,0,0,0,1,0,0,1,0,1
365,云南,male,junior,rural,private,-0.4952967184567201,27,18,24,0.7712756592141627,-1.557199211045365,0,1,0,0,1,0,1,0,1,0
366,云南,female,senior,rural,private,1.1057366470398051,28,21,32,-0.6161155873545267,-0.557199211045365,1,0,0,0,0,1,1,0,1,0
367,云南,male,senior,city,private,0.5492406826313151,25,20,36,-1.9537585229301317,-3.557199211045365,0,1,0,0,0,1,0,1,1,0
368,云南,male,sophomore,city,public,-0.6947632992684355,30,21,32,-1.002405036321224,1.442800788954635,0,1,0,1,0,0,0,1,0,1
369,云南,female,sophomore,city,private,0.05699404930298838,31,16,20,0.1392251086030594,2.442800788954635,1,0,0,1,0,0,0,1,1,0
370,云南,female,freshman,rural,private,-0.5601639182094317,25,11,25,1.9926146479106708,-3.557199211045365,1,0,1,0,0,0,1,0,1,0
371,山东,female,freshman,city,public,0.6878966282377817,27,20,22,-1.0711920867726406,-1.557199211045365,1,0,1,0,0,0,0,1,0,1
372,广东,female,sophomore,rural,public,1.1057366470398051,18,11,22,-11.673482057752578,-10.557199211045365,1,0,0,1,0,0,1,0,0,1
373,云南,female,sophomore,rural,private,-0.7869611410312638,27,17,24,1.2254552679372441,-1.557199211045365,1,0,0,1,0,0,1,0,1,0
374,云南,male,sophomore,city,private,-0.8006923609196761,34,28,40,-4.358009013723563,5.442800788954635,0,1,0,1,0,0,0,1,1,0
375,云南,male,sophomore,rural,private,-1.7740491708184474,22,12,18,11.632793823246407,-6.557199211045365,0,1,0,1,0,0,1,0,1,0
376,广东,female,sophomore,city,private,1.1057366470398051,34,28,40,6.018304294884304,5.442800788954635,1,0,0,1,0,0,0,1,1,0
377,云南,female,freshman,rural,private,-2.360663864517672,11,9,22,41.44664573965297,-17.557199211045365,1,0,1,0,0,0,1,0,1,0
378,云南,male,sophomore,city,private,0.6880452603391006,31,21,29,1.6807575047928522,2.442800788954635,0,1,0,1,0,0,0,1,1,0
379,浙江,male,sophomore,city,public,1.1057366470398051,37,28,40,9.33551423600372,8.442800788954635,0,1,0,1,0,0,0,1,0,1
380,云南,male,sophomore,city,private,-0.18773959005603783,26,20,27,0.48008753157328016,-2.557199211045365,0,1,0,1,0,0,0,1,1,0
381,浙江,female,freshman,rural,public,0.5534458792800966,28,19,29,-0.30837960729117814,-0.557199211045365,1,0,1,0,0,0,1,0,0,1
382,广东,female,senior,rural,public,1.1057366470398051,33,18,33,4.912567647844499,4.442800788954635,1,0,0,0,0,1,1,0,0,1
383,浙江,male,junior,city,public,0.27020524153707737,32,22,29,0.9302628187435277,3.442800788954635,0,1,0,0,1,0,0,1,0,1
384,浙江,male,sophomore,city,private,0.05278885265420672,29,15,28,0.023374945603292716,0.44280078895463504,0,1,0,1,0,0,0,1,1,0
385,江苏,male,sophomore,rural,public,0.2703538736383963,25,12,24,-0.9617025860095616,-3.557199211045365,0,1,0,1,0,0,1,0,0,1
386,河南,male,sophomore,city,public,-0.6947632992684355,25,17,22,2.4714114600209536,-3.557199211045365,0,1,0,1,0,0,0,1,0,1
387,浙江,female,freshman,rural,public,-0.20207872988368678,27,16,24,0.31467683874392643,-1.557199211045365,1,0,1,0,0,0,1,0,0,1
388,黑龙江,female,sophomore,city,public,-0.22826817494678164,27,21,24,0.3554590219338937,-1.557199211045365,1,0,0,1,0,0,0,1,0,1
389,云南,male,sophomore,city,private,0.09955761223444425,32,20,32,0.34275702594718427,3.442800788954635,0,1,0,1,0,0,0,1,1,0
390,云南,female,sophomore,city,private,0.836686517023116,28,12,27,-0.4662010671775746,-0.557199211045365,1,0,0,1,0,0,0,1,1,0
391,云南,female,junior,city,private,0.9711372659808011,32,18,27,3.343432145501949,3.442800788954635,1,0,0,0,1,0,0,1,1,0
392,浙江,male,sophomore,city,public,0.5394040036550853,24,20,32,-2.458171499891666,-4.557199211045365,0,1,0,1,0,0,0,1,0,1
393,云南,female,junior,city,private,0.20143010933822195,23,14,25,-1.1193872446951485,-5.557199211045365,1,0,0,0,1,0,0,1,1,0
394,上海,female,senior,rural,public,0.2703538736383963,36,28,38,2.012190024012798,7.442800788954635,1,0,0,0,0,1,1,0,0,1
395,云南,female,sophomore,city,private,-0.09600103613112738,22,16,24,0.6294979183785661,-6.557199211045365,1,0,0,1,0,0,0,1,1,0
396,浙江,male,freshman,city,public,0.9530388258083272,30,20,32,1.3750451697806536,1.442800788954635,0,1,1,0,0,0,0,1,0,1
397,浙江,male,sophomore,city,public,1.1057366470398051,28,28,40,-0.6161155873545267,-0.557199211045365,0,1,0,1,0,0,0,1,0,1
398,甘肃,female,freshman,city,public,1.1057366470398051,28,24,32,-0.6161155873545267,-0.557199211045365,1,0,1,0,0,0,0,1,0,1
399,云南,female,freshman,rural,private,-1.6971964252629326,26,13,22,4.340069359671385,-2.557199211045365,1,0,1,0,0,0,1,0,1,0
